error_event_id,error_type_id,user_id,session_id,event_id,product_id,occurred_at,message,stack_trace,http_status_code,client_info_json
215,4,144,610,7316,4,2025-02-06 20:06:00,Simulated TIMEOUT_API on /reports,Traceback (most recent call last): ...,200,{}
216,3,167,693,8322,4,2025-01-25 11:43:00,Simulated JS_RUNTIME_ERROR on /reports,Traceback (most recent call last): ...,200,{}
217,4,131,554,6647,4,2025-01-13 11:17:00,Simulated TIMEOUT_API on /reports,Traceback (most recent call last): ...,200,{}
218,4,155,649,7768,4,2025-02-21 12:21:00,Simulated TIMEOUT_API on /reports,Traceback (most recent call last): ...,200,{}
219,2,139,586,7026,4,2025-01-04 20:20:00,Simulated 404_NOT_FOUND on /reports,Traceback (most recent call last): ...,200,{}
220,2,1,1,4,2,2025-02-18 14:07:00,Simulated 404_NOT_FOUND on /signup,Traceback (most recent call last): ...,200,{}
221,2,160,672,8056,4,2025-01-01 17:15:00,Simulated 404_NOT_FOUND on /reports,Traceback (most recent call last): ...,200,{}
222,3,116,494,5961,2,2025-02-15 18:40:00,Simulated JS_RUNTIME_ERROR on /signup,Traceback (most recent call last): ...,200,{}
223,2,10,46,587,3,2025-01-25 08:48:00,Simulated 404_NOT_FOUND on /dashboard,Traceback (most recent call last): ...,200,{}
224,1,56,240,2887,1,2025-01-25 15:28:00,Simulated 500_INTERNAL on /,Traceback (most recent call last): ...,500,{}
225,1,150,634,7587,5,2025-02-05 13:26:00,Simulated 500_INTERNAL on /billing,Traceback (most recent call last): ...,500,{}
226,1,143,603,7245,3,2025-02-04 12:11:00,Simulated 500_INTERNAL on /dashboard,Traceback (most recent call last): ...,500,{}
227,3,177,723,8680,3,2025-02-20 12:11:00,Simulated JS_RUNTIME_ERROR on /dashboard,Traceback (most recent call last): ...,200,{}
228,3,48,217,2616,5,2025-02-16 18:43:00,Simulated JS_RUNTIME_ERROR on /billing,Traceback (most recent call last): ...,200,{}
229,1,31,127,1579,2,2025-02-04 15:11:00,Simulated 500_INTERNAL on /signup,Traceback (most recent call last): ...,500,{}
230,3,84,356,4270,2,2025-03-01 18:02:00,Simulated JS_RUNTIME_ERROR on /signup,Traceback (most recent call last): ...,200,{}
231,3,93,386,4614,5,2025-01-03 19:08:00,Simulated JS_RUNTIME_ERROR on /billing,Traceback (most recent call last): ...,200,{}
232,2,197,809,9602,2,2025-01-03 20:14:00,Simulated 404_NOT_FOUND on /signup,Traceback (most recent call last): ...,200,{}
233,3,10,45,568,3,2025-01-14 15:14:00,Simulated JS_RUNTIME_ERROR on /dashboard,Traceback (most recent call last): ...,200,{}
234,1,59,253,3056,1,2025-01-02 19:32:00,Simulated 500_INTERNAL on /,Traceback (most recent call last): ...,500,{}
235,2,149,627,7499,5,2025-02-23 20:13:00,Simulated 404_NOT_FOUND on /billing,Traceback (most recent call last): ...,200,{}
236,1,166,689,8263,1,2025-01-06 12:32:00,Simulated 500_INTERNAL on /,Traceback (most recent call last): ...,500,{}
237,4,130,547,6573,2,2025-01-01 18:26:00,Simulated TIMEOUT_API on /signup,Traceback (most recent call last): ...,200,{}
238,4,81,347,4162,2,2025-03-01 18:10:00,Simulated TIMEOUT_API on /signup,Traceback (most recent call last): ...,200,{}
239,1,81,347,4163,2,2025-03-01 18:12:00,Simulated 500_INTERNAL on /signup,Traceback (most recent call last): ...,500,{}
240,4,30,123,1528,3,2025-01-13 16:12:00,Simulated TIMEOUT_API on /dashboard,Traceback (most recent call last): ...,200,{}
241,4,121,514,6205,3,2025-02-17 18:46:00,Simulated TIMEOUT_API on /dashboard,Traceback (most recent call last): ...,200,{}
242,3,116,490,5910,5,2025-01-15 11:17:00,Simulated JS_RUNTIME_ERROR on /billing,Traceback (most recent call last): ...,200,{}
243,2,59,250,3018,4,2025-01-25 11:27:00,Simulated 404_NOT_FOUND on /reports,Traceback (most recent call last): ...,200,{}
244,1,155,651,7795,3,2025-01-23 18:08:00,Simulated 500_INTERNAL on /dashboard,Traceback (most recent call last): ...,500,{}
245,4,188,770,9175,5,2025-02-26 18:24:00,Simulated TIMEOUT_API on /billing,Traceback (most recent call last): ...,200,{}
246,2,60,257,3106,2,2025-01-11 21:26:00,Simulated 404_NOT_FOUND on /signup,Traceback (most recent call last): ...,200,{}
247,3,97,400,4803,1,2025-02-10 16:06:00,Simulated JS_RUNTIME_ERROR on /,Traceback (most recent call last): ...,200,{}
248,4,39,166,2019,5,2025-01-03 10:06:00,Simulated TIMEOUT_API on /billing,Traceback (most recent call last): ...,200,{}
249,3,129,543,6519,5,2025-02-09 10:05:00,Simulated JS_RUNTIME_ERROR on /billing,Traceback (most recent call last): ...,200,{}
250,3,157,657,7867,1,2025-02-15 17:25:00,Simulated JS_RUNTIME_ERROR on /,Traceback (most recent call last): ...,200,{}
251,3,27,107,1311,4,2025-01-12 21:03:00,Simulated JS_RUNTIME_ERROR on /reports,Traceback (most recent call last): ...,200,{}
252,1,137,574,6885,4,2025-01-01 16:31:00,Simulated 500_INTERNAL on /reports,Traceback (most recent call last): ...,500,{}
253,2,120,508,6126,2,2025-02-19 08:03:00,Simulated 404_NOT_FOUND on /signup,Traceback (most recent call last): ...,200,{}
254,2,149,630,7541,5,2025-02-17 11:31:00,Simulated 404_NOT_FOUND on /billing,Traceback (most recent call last): ...,200,{}
255,4,145,612,7348,5,2025-02-05 09:13:00,Simulated TIMEOUT_API on /billing,Traceback (most recent call last): ...,200,{}
256,4,194,795,9431,5,2025-02-22 13:03:00,Simulated TIMEOUT_API on /billing,Traceback (most recent call last): ...,200,{}
257,2,119,506,6101,5,2025-01-25 16:12:00,Simulated 404_NOT_FOUND on /billing,Traceback (most recent call last): ...,200,{}
258,3,32,131,1632,4,2025-02-24 12:24:00,Simulated JS_RUNTIME_ERROR on /reports,Traceback (most recent call last): ...,200,{}
259,4,9,39,488,4,2025-02-06 18:17:00,Simulated TIMEOUT_API on /reports,Traceback (most recent call last): ...,200,{}
260,3,8,30,350,5,2025-02-13 19:13:00,Simulated JS_RUNTIME_ERROR on /billing,Traceback (most recent call last): ...,200,{}
261,2,84,355,4254,2,2025-01-21 19:04:00,Simulated 404_NOT_FOUND on /signup,Traceback (most recent call last): ...,200,{}
262,2,170,708,8507,5,2025-01-17 19:14:00,Simulated 404_NOT_FOUND on /billing,Traceback (most recent call last): ...,200,{}
263,3,110,464,5585,3,2025-02-24 13:12:00,Simulated JS_RUNTIME_ERROR on /dashboard,Traceback (most recent call last): ...,200,{}
264,1,141,591,7105,4,2025-01-06 17:12:00,Simulated 500_INTERNAL on /reports,Traceback (most recent call last): ...,500,{}
265,3,57,244,2936,1,2025-02-09 09:35:00,Simulated JS_RUNTIME_ERROR on /,Traceback (most recent call last): ...,200,{}
266,4,60,257,3101,3,2025-01-11 21:13:00,Simulated TIMEOUT_API on /dashboard,Traceback (most recent call last): ...,200,{}
267,3,178,734,8797,3,2025-02-20 21:18:00,Simulated JS_RUNTIME_ERROR on /dashboard,Traceback (most recent call last): ...,200,{}
268,4,82,350,4206,3,2025-01-17 12:19:00,Simulated TIMEOUT_API on /dashboard,Traceback (most recent call last): ...,200,{}
269,1,59,250,3019,1,2025-01-25 11:30:00,Simulated 500_INTERNAL on /,Traceback (most recent call last): ...,500,{}
270,2,112,471,5654,3,2025-02-13 10:05:00,Simulated 404_NOT_FOUND on /dashboard,Traceback (most recent call last): ...,200,{}
271,2,12,54,674,3,2025-01-04 21:05:00,Simulated 404_NOT_FOUND on /dashboard,Traceback (most recent call last): ...,200,{}
272,1,135,566,6780,1,2025-01-06 08:11:00,Simulated 500_INTERNAL on /,Traceback (most recent call last): ...,500,{}
273,1,96,394,4727,3,2025-01-04 14:01:00,Simulated 500_INTERNAL on /dashboard,Traceback (most recent call last): ...,500,{}
274,2,195,802,9520,1,2025-02-11 16:21:00,Simulated 404_NOT_FOUND on /,Traceback (most recent call last): ...,200,{}
275,4,21,86,1091,3,2025-01-22 19:31:00,Simulated TIMEOUT_API on /dashboard,Traceback (most recent call last): ...,200,{}
276,2,121,514,6204,5,2025-02-17 18:42:00,Simulated 404_NOT_FOUND on /billing,Traceback (most recent call last): ...,200,{}
277,4,127,536,6445,4,2025-01-31 21:06:00,Simulated TIMEOUT_API on /reports,Traceback (most recent call last): ...,200,{}
278,1,151,637,7616,2,2025-01-31 21:01:00,Simulated 500_INTERNAL on /signup,Traceback (most recent call last): ...,500,{}
279,3,106,439,5268,1,2025-01-27 17:05:00,Simulated JS_RUNTIME_ERROR on /,Traceback (most recent call last): ...,200,{}
280,1,68,288,3434,2,2025-02-16 11:04:00,Simulated 500_INTERNAL on /signup,Traceback (most recent call last): ...,500,{}
281,4,75,315,3762,4,2025-01-27 12:10:00,Simulated TIMEOUT_API on /reports,Traceback (most recent call last): ...,200,{}
282,1,82,348,4185,1,2025-01-11 08:16:00,Simulated 500_INTERNAL on /,Traceback (most recent call last): ...,500,{}
283,2,44,190,2311,2,2025-02-24 21:19:00,Simulated 404_NOT_FOUND on /signup,Traceback (most recent call last): ...,200,{}
284,1,133,562,6746,2,2025-01-31 09:09:00,Simulated 500_INTERNAL on /signup,Traceback (most recent call last): ...,500,{}
285,4,106,441,5297,2,2025-02-22 14:10:00,Simulated TIMEOUT_API on /signup,Traceback (most recent call last): ...,200,{}
286,1,103,427,5141,3,2025-01-06 17:32:00,Simulated 500_INTERNAL on /dashboard,Traceback (most recent call last): ...,500,{}
287,2,51,225,2698,2,2025-01-28 21:18:00,Simulated 404_NOT_FOUND on /signup,Traceback (most recent call last): ...,200,{}
288,3,160,672,8058,4,2025-01-01 17:21:00,Simulated JS_RUNTIME_ERROR on /reports,Traceback (most recent call last): ...,200,{}
289,3,195,802,9516,1,2025-02-11 16:11:00,Simulated JS_RUNTIME_ERROR on /,Traceback (most recent call last): ...,200,{}
290,3,180,737,8815,5,2025-02-23 20:04:00,Simulated JS_RUNTIME_ERROR on /billing,Traceback (most recent call last): ...,200,{}
291,1,180,737,8814,2,2025-02-23 20:02:00,Simulated 500_INTERNAL on /signup,Traceback (most recent call last): ...,500,{}
292,2,23,91,1156,5,2025-01-20 11:37:00,Simulated 404_NOT_FOUND on /billing,Traceback (most recent call last): ...,200,{}
293,1,7,27,312,1,2025-02-16 11:21:00,Simulated 500_INTERNAL on /,Traceback (most recent call last): ...,500,{}
294,4,190,779,9254,5,2025-01-18 18:04:00,Simulated TIMEOUT_API on /billing,Traceback (most recent call last): ...,200,{}
295,1,153,641,7654,3,2025-01-23 15:04:00,Simulated 500_INTERNAL on /dashboard,Traceback (most recent call last): ...,500,{}
296,2,39,165,2014,4,2025-01-01 21:07:00,Simulated 404_NOT_FOUND on /reports,Traceback (most recent call last): ...,200,{}
297,3,129,542,6511,2,2025-01-13 18:26:00,Simulated JS_RUNTIME_ERROR on /signup,Traceback (most recent call last): ...,200,{}
298,3,29,118,1447,1,2025-02-19 09:06:00,Simulated JS_RUNTIME_ERROR on /,Traceback (most recent call last): ...,200,{}
299,1,110,458,5507,1,2025-01-22 16:26:00,Simulated 500_INTERNAL on /,Traceback (most recent call last): ...,500,{}
300,4,59,254,3072,3,2025-01-22 10:36:00,Simulated TIMEOUT_API on /dashboard,Traceback (most recent call last): ...,200,{}
301,1,106,439,5273,4,2025-01-27 17:18:00,Simulated 500_INTERNAL on /reports,Traceback (most recent call last): ...,500,{}
302,1,8,31,368,1,2025-01-19 12:15:00,Simulated 500_INTERNAL on /,Traceback (most recent call last): ...,500,{}
303,4,44,189,2303,4,2025-02-18 11:23:00,Simulated TIMEOUT_API on /reports,Traceback (most recent call last): ...,200,{}
304,1,70,296,3539,4,2025-02-12 09:15:00,Simulated 500_INTERNAL on /reports,Traceback (most recent call last): ...,500,{}
305,2,157,657,7863,2,2025-02-15 17:17:00,Simulated 404_NOT_FOUND on /signup,Traceback (most recent call last): ...,200,{}
306,3,189,774,9214,2,2025-02-02 14:30:00,Simulated JS_RUNTIME_ERROR on /signup,Traceback (most recent call last): ...,200,{}
307,1,132,556,6670,1,2025-02-09 08:03:00,Simulated 500_INTERNAL on /,Traceback (most recent call last): ...,500,{}
308,3,166,690,8276,2,2025-01-14 19:24:00,Simulated JS_RUNTIME_ERROR on /signup,Traceback (most recent call last): ...,200,{}
309,3,114,483,5821,1,2025-01-28 13:08:00,Simulated JS_RUNTIME_ERROR on /,Traceback (most recent call last): ...,200,{}
310,3,32,129,1607,2,2025-01-15 18:52:00,Simulated JS_RUNTIME_ERROR on /signup,Traceback (most recent call last): ...,200,{}
311,1,112,479,5769,3,2025-02-24 21:29:00,Simulated 500_INTERNAL on /dashboard,Traceback (most recent call last): ...,500,{}
312,1,59,249,2992,4,2025-02-24 18:02:00,Simulated 500_INTERNAL on /reports,Traceback (most recent call last): ...,500,{}
313,3,38,159,1958,2,2025-01-26 11:37:00,Simulated JS_RUNTIME_ERROR on /signup,Traceback (most recent call last): ...,200,{}
314,3,147,623,7465,4,2025-02-22 17:38:00,Simulated JS_RUNTIME_ERROR on /reports,Traceback (most recent call last): ...,200,{}
315,3,141,592,7114,3,2025-01-09 12:15:00,Simulated JS_RUNTIME_ERROR on /dashboard,Traceback (most recent call last): ...,200,{}
316,4,28,112,1384,4,2025-02-02 08:19:00,Simulated TIMEOUT_API on /reports,Traceback (most recent call last): ...,200,{}
317,4,35,144,1766,4,2025-01-13 20:02:00,Simulated TIMEOUT_API on /reports,Traceback (most recent call last): ...,200,{}
318,2,194,798,9485,1,2025-01-20 14:39:00,Simulated 404_NOT_FOUND on /,Traceback (most recent call last): ...,200,{}
319,3,101,412,4951,4,2025-01-04 09:07:00,Simulated JS_RUNTIME_ERROR on /reports,Traceback (most recent call last): ...,200,{}
320,1,56,242,2906,5,2025-02-12 10:20:00,Simulated 500_INTERNAL on /billing,Traceback (most recent call last): ...,500,{}
321,2,104,431,5191,2,2025-01-19 11:19:00,Simulated 404_NOT_FOUND on /signup,Traceback (most recent call last): ...,200,{}
322,2,181,744,8907,3,2025-01-08 10:06:00,Simulated 404_NOT_FOUND on /dashboard,Traceback (most recent call last): ...,200,{}
323,4,140,589,7078,5,2025-02-04 21:41:00,Simulated TIMEOUT_API on /billing,Traceback (most recent call last): ...,200,{}
324,3,23,91,1150,4,2025-01-20 11:25:00,Simulated JS_RUNTIME_ERROR on /reports,Traceback (most recent call last): ...,200,{}
325,4,32,129,1600,4,2025-01-15 18:34:00,Simulated TIMEOUT_API on /reports,Traceback (most recent call last): ...,200,{}
326,1,1,2,15,3,2025-01-22 19:08:00,Simulated 500_INTERNAL on /dashboard,Traceback (most recent call last): ...,500,{}
327,3,75,314,3746,1,2025-01-28 12:07:00,Simulated JS_RUNTIME_ERROR on /,Traceback (most recent call last): ...,200,{}
328,4,90,373,4481,3,2025-02-21 16:12:00,Simulated TIMEOUT_API on /dashboard,Traceback (most recent call last): ...,200,{}
329,2,143,607,7280,1,2025-03-01 19:05:00,Simulated 404_NOT_FOUND on /,Traceback (most recent call last): ...,200,{}
330,3,52,226,2708,5,2025-01-18 17:17:00,Simulated JS_RUNTIME_ERROR on /billing,Traceback (most recent call last): ...,200,{}
331,3,42,178,2166,3,2025-02-05 08:05:00,Simulated JS_RUNTIME_ERROR on /dashboard,Traceback (most recent call last): ...,200,{}
332,2,197,810,9619,4,2025-02-26 18:10:00,Simulated 404_NOT_FOUND on /reports,Traceback (most recent call last): ...,200,{}
333,1,123,520,6278,4,2025-01-08 20:01:00,Simulated 500_INTERNAL on /reports,Traceback (most recent call last): ...,500,{}
334,1,97,400,4802,4,2025-02-10 16:05:00,Simulated 500_INTERNAL on /reports,Traceback (most recent call last): ...,500,{}
335,4,94,387,4630,2,2025-01-03 11:21:00,Simulated TIMEOUT_API on /signup,Traceback (most recent call last): ...,200,{}
336,2,155,648,7753,1,2025-02-12 20:21:00,Simulated 404_NOT_FOUND on /,Traceback (most recent call last): ...,200,{}
337,3,64,273,3264,1,2025-02-03 15:02:00,Simulated JS_RUNTIME_ERROR on /,Traceback (most recent call last): ...,200,{}
338,4,127,536,6450,2,2025-01-31 21:22:00,Simulated TIMEOUT_API on /signup,Traceback (most recent call last): ...,200,{}
339,2,163,680,8158,3,2025-02-28 21:15:00,Simulated 404_NOT_FOUND on /dashboard,Traceback (most recent call last): ...,200,{}
340,1,10,46,578,2,2025-01-25 08:22:00,Simulated 500_INTERNAL on /signup,Traceback (most recent call last): ...,500,{}
341,1,34,141,1732,3,2025-02-08 17:01:00,Simulated 500_INTERNAL on /dashboard,Traceback (most recent call last): ...,500,{}
342,4,22,88,1108,3,2025-01-26 21:13:00,Simulated TIMEOUT_API on /dashboard,Traceback (most recent call last): ...,200,{}
343,3,164,681,8161,1,2025-01-23 12:08:00,Simulated JS_RUNTIME_ERROR on /,Traceback (most recent call last): ...,200,{}
344,3,81,345,4141,5,2025-02-20 20:22:00,Simulated JS_RUNTIME_ERROR on /billing,Traceback (most recent call last): ...,200,{}
345,4,167,696,8365,2,2025-01-19 10:41:00,Simulated TIMEOUT_API on /signup,Traceback (most recent call last): ...,200,{}
346,1,37,153,1878,1,2025-02-26 14:26:00,Simulated 500_INTERNAL on /,Traceback (most recent call last): ...,500,{}
347,2,108,449,5389,4,2025-01-11 17:01:00,Simulated 404_NOT_FOUND on /reports,Traceback (most recent call last): ...,200,{}
348,3,26,104,1286,1,2025-02-08 16:19:00,Simulated JS_RUNTIME_ERROR on /,Traceback (most recent call last): ...,200,{}
349,4,9,35,417,2,2025-01-09 10:10:00,Simulated TIMEOUT_API on /signup,Traceback (most recent call last): ...,200,{}
350,2,96,396,4760,2,2025-01-28 21:22:00,Simulated 404_NOT_FOUND on /signup,Traceback (most recent call last): ...,200,{}
351,2,1,3,30,3,2025-01-30 14:20:00,Simulated 404_NOT_FOUND on /dashboard,Traceback (most recent call last): ...,200,{}
352,3,90,374,4485,2,2025-01-27 09:05:00,Simulated JS_RUNTIME_ERROR on /signup,Traceback (most recent call last): ...,200,{}
353,3,81,344,4131,1,2025-01-09 18:09:00,Simulated JS_RUNTIME_ERROR on /,Traceback (most recent call last): ...,200,{}
354,3,141,592,7110,1,2025-01-09 12:04:00,Simulated JS_RUNTIME_ERROR on /,Traceback (most recent call last): ...,200,{}
355,1,103,429,5170,2,2025-02-28 10:37:00,Simulated 500_INTERNAL on /signup,Traceback (most recent call last): ...,500,{}
356,1,186,756,9022,3,2025-02-03 14:09:00,Simulated 500_INTERNAL on /dashboard,Traceback (most recent call last): ...,500,{}
357,3,17,76,961,2,2025-02-16 12:02:00,Simulated JS_RUNTIME_ERROR on /signup,Traceback (most recent call last): ...,200,{}
358,2,2,7,81,1,2025-01-23 14:07:00,Simulated 404_NOT_FOUND on /,Traceback (most recent call last): ...,200,{}
359,2,101,418,5013,1,2025-01-25 11:17:00,Simulated 404_NOT_FOUND on /,Traceback (most recent call last): ...,200,{}
360,4,188,766,9125,1,2025-02-26 19:05:00,Simulated TIMEOUT_API on /,Traceback (most recent call last): ...,200,{}
361,1,172,713,8576,1,2025-02-20 16:36:00,Simulated 500_INTERNAL on /,Traceback (most recent call last): ...,500,{}
362,1,24,97,1218,1,2025-01-07 19:06:00,Simulated 500_INTERNAL on /,Traceback (most recent call last): ...,500,{}
363,4,45,203,2437,2,2025-02-11 09:01:00,Simulated TIMEOUT_API on /signup,Traceback (most recent call last): ...,200,{}
364,1,22,88,1104,5,2025-01-26 21:07:00,Simulated 500_INTERNAL on /billing,Traceback (most recent call last): ...,500,{}
365,1,165,684,8202,4,2025-01-04 10:34:00,Simulated 500_INTERNAL on /reports,Traceback (most recent call last): ...,500,{}
366,2,40,169,2056,5,2025-02-01 20:06:00,Simulated 404_NOT_FOUND on /billing,Traceback (most recent call last): ...,200,{}
367,4,121,511,6157,4,2025-02-12 13:15:00,Simulated TIMEOUT_API on /reports,Traceback (most recent call last): ...,200,{}
368,3,124,523,6308,1,2025-02-07 17:22:00,Simulated JS_RUNTIME_ERROR on /,Traceback (most recent call last): ...,200,{}
369,3,3,9,107,1,2025-02-16 12:11:00,Simulated JS_RUNTIME_ERROR on /,Traceback (most recent call last): ...,200,{}
370,3,185,753,8993,3,2025-02-24 20:43:00,Simulated JS_RUNTIME_ERROR on /dashboard,Traceback (most recent call last): ...,200,{}
371,4,163,679,8149,4,2025-01-06 17:08:00,Simulated TIMEOUT_API on /reports,Traceback (most recent call last): ...,200,{}
372,3,136,568,6812,5,2025-01-11 20:22:00,Simulated JS_RUNTIME_ERROR on /billing,Traceback (most recent call last): ...,200,{}
373,3,10,47,591,2,2025-02-26 15:07:00,Simulated JS_RUNTIME_ERROR on /signup,Traceback (most recent call last): ...,200,{}
374,1,152,639,7636,4,2025-02-03 12:07:00,Simulated 500_INTERNAL on /reports,Traceback (most recent call last): ...,500,{}
375,2,130,546,6556,4,2025-01-14 16:08:00,Simulated 404_NOT_FOUND on /reports,Traceback (most recent call last): ...,200,{}
376,4,13,60,765,2,2025-02-03 15:09:00,Simulated TIMEOUT_API on /signup,Traceback (most recent call last): ...,200,{}
377,1,39,165,2013,4,2025-01-01 21:05:00,Simulated 500_INTERNAL on /reports,Traceback (most recent call last): ...,500,{}
378,3,1,1,1,4,2025-02-18 14:01:00,Simulated JS_RUNTIME_ERROR on /reports,Traceback (most recent call last): ...,200,{}
379,1,38,157,1923,2,2025-02-14 09:16:00,Simulated 500_INTERNAL on /signup,Traceback (most recent call last): ...,500,{}
380,1,62,265,3186,1,2025-01-09 19:06:00,Simulated 500_INTERNAL on /,Traceback (most recent call last): ...,500,{}
381,1,172,713,8574,3,2025-02-20 16:32:00,Simulated 500_INTERNAL on /dashboard,Traceback (most recent call last): ...,500,{}
382,3,123,517,6232,5,2025-02-28 11:01:00,Simulated JS_RUNTIME_ERROR on /billing,Traceback (most recent call last): ...,200,{}
383,2,6,22,266,1,2025-01-21 18:12:00,Simulated 404_NOT_FOUND on /,Traceback (most recent call last): ...,200,{}
384,2,139,584,6990,1,2025-02-01 11:04:00,Simulated 404_NOT_FOUND on /,Traceback (most recent call last): ...,200,{}
385,4,156,654,7836,5,2025-01-28 08:25:00,Simulated TIMEOUT_API on /billing,Traceback (most recent call last): ...,200,{}
386,1,34,140,1731,1,2025-01-27 12:49:00,Simulated 500_INTERNAL on /,Traceback (most recent call last): ...,500,{}
387,1,61,260,3131,5,2025-01-21 10:20:00,Simulated 500_INTERNAL on /billing,Traceback (most recent call last): ...,500,{}
388,2,167,696,8360,5,2025-01-19 10:29:00,Simulated 404_NOT_FOUND on /billing,Traceback (most recent call last): ...,200,{}
389,2,162,676,8116,2,2025-02-21 14:24:00,Simulated 404_NOT_FOUND on /signup,Traceback (most recent call last): ...,200,{}
390,4,156,654,7829,5,2025-01-28 08:03:00,Simulated TIMEOUT_API on /billing,Traceback (most recent call last): ...,200,{}
391,3,106,440,5289,1,2025-02-10 17:21:00,Simulated JS_RUNTIME_ERROR on /,Traceback (most recent call last): ...,200,{}
392,2,178,728,8735,1,2025-02-07 11:07:00,Simulated 404_NOT_FOUND on /,Traceback (most recent call last): ...,200,{}
393,1,111,468,5628,5,2025-01-17 14:30:00,Simulated 500_INTERNAL on /billing,Traceback (most recent call last): ...,500,{}
394,2,7,27,317,5,2025-02-16 11:36:00,Simulated 404_NOT_FOUND on /billing,Traceback (most recent call last): ...,200,{}
395,1,187,761,9082,2,2025-02-20 15:04:00,Simulated 500_INTERNAL on /signup,Traceback (most recent call last): ...,500,{}
396,1,26,103,1278,3,2025-02-10 21:10:00,Simulated 500_INTERNAL on /dashboard,Traceback (most recent call last): ...,500,{}
397,2,131,552,6625,5,2025-01-28 09:23:00,Simulated 404_NOT_FOUND on /billing,Traceback (most recent call last): ...,200,{}
398,3,44,195,2374,2,2025-02-13 10:40:00,Simulated JS_RUNTIME_ERROR on /signup,Traceback (most recent call last): ...,200,{}
399,1,43,186,2246,2,2025-02-04 15:04:00,Simulated 500_INTERNAL on /signup,Traceback (most recent call last): ...,500,{}
400,3,10,43,544,1,2025-02-26 15:13:00,Simulated JS_RUNTIME_ERROR on /,Traceback (most recent call last): ...,200,{}
401,4,22,89,1113,1,2025-02-18 15:03:00,Simulated TIMEOUT_API on /,Traceback (most recent call last): ...,200,{}
402,1,126,532,6404,5,2025-01-25 20:24:00,Simulated 500_INTERNAL on /billing,Traceback (most recent call last): ...,500,{}
403,4,112,477,5728,4,2025-02-23 11:08:00,Simulated TIMEOUT_API on /reports,Traceback (most recent call last): ...,200,{}
404,3,35,145,1781,4,2025-01-18 10:31:00,Simulated JS_RUNTIME_ERROR on /reports,Traceback (most recent call last): ...,200,{}
405,2,94,391,4694,3,2025-01-20 11:29:00,Simulated 404_NOT_FOUND on /dashboard,Traceback (most recent call last): ...,200,{}
406,4,132,556,6671,1,2025-02-09 08:06:00,Simulated TIMEOUT_API on /,Traceback (most recent call last): ...,200,{}
407,1,92,378,4533,4,2025-01-23 14:07:00,Simulated 500_INTERNAL on /reports,Traceback (most recent call last): ...,500,{}
408,3,149,628,7515,3,2025-02-10 09:14:00,Simulated JS_RUNTIME_ERROR on /dashboard,Traceback (most recent call last): ...,200,{}
409,2,140,589,7075,3,2025-02-04 21:31:00,Simulated 404_NOT_FOUND on /dashboard,Traceback (most recent call last): ...,200,{}
410,2,127,538,6467,3,2025-02-21 20:17:00,Simulated 404_NOT_FOUND on /dashboard,Traceback (most recent call last): ...,200,{}
411,2,90,374,4490,4,2025-01-27 09:20:00,Simulated 404_NOT_FOUND on /reports,Traceback (most recent call last): ...,200,{}
412,4,146,614,7373,1,2025-01-19 13:23:00,Simulated TIMEOUT_API on /,Traceback (most recent call last): ...,200,{}
413,2,142,596,7171,5,2025-02-28 16:48:00,Simulated 404_NOT_FOUND on /billing,Traceback (most recent call last): ...,200,{}
414,2,178,729,8753,4,2025-01-16 13:22:00,Simulated 404_NOT_FOUND on /reports,Traceback (most recent call last): ...,200,{}
415,2,72,305,3647,2,2025-01-04 17:10:00,Simulated 404_NOT_FOUND on /signup,Traceback (most recent call last): ...,200,{}
416,4,52,227,2730,5,2025-01-27 14:22:00,Simulated TIMEOUT_API on /billing,Traceback (most recent call last): ...,200,{}
417,2,117,496,5971,1,2025-01-27 20:06:00,Simulated 404_NOT_FOUND on /,Traceback (most recent call last): ...,200,{}
418,4,109,456,5479,4,2025-02-05 21:12:00,Simulated TIMEOUT_API on /reports,Traceback (most recent call last): ...,200,{}
419,2,87,365,4388,5,2025-02-01 18:33:00,Simulated 404_NOT_FOUND on /billing,Traceback (most recent call last): ...,200,{}
420,4,188,773,9200,2,2025-01-12 13:06:00,Simulated TIMEOUT_API on /signup,Traceback (most recent call last): ...,200,{}
421,4,161,674,8085,5,2025-02-11 08:11:00,Simulated TIMEOUT_API on /billing,Traceback (most recent call last): ...,200,{}
422,2,178,728,8743,3,2025-02-07 11:27:00,Simulated 404_NOT_FOUND on /dashboard,Traceback (most recent call last): ...,200,{}
423,3,181,743,8895,1,2025-01-15 13:06:00,Simulated JS_RUNTIME_ERROR on /,Traceback (most recent call last): ...,200,{}
424,3,69,295,3530,4,2025-01-15 17:40:00,Simulated JS_RUNTIME_ERROR on /reports,Traceback (most recent call last): ...,200,{}
425,2,103,427,5138,3,2025-01-06 17:26:00,Simulated 404_NOT_FOUND on /dashboard,Traceback (most recent call last): ...,200,{}
426,3,42,177,2148,3,2025-02-19 20:03:00,Simulated JS_RUNTIME_ERROR on /dashboard,Traceback (most recent call last): ...,200,{}
427,2,127,538,6474,5,2025-02-21 20:33:00,Simulated 404_NOT_FOUND on /billing,Traceback (most recent call last): ...,200,{}
428,3,84,356,4272,5,2025-03-01 18:05:00,Simulated JS_RUNTIME_ERROR on /billing,Traceback (most recent call last): ...,200,{}
429,2,76,326,3886,3,2025-01-16 19:08:00,Simulated 404_NOT_FOUND on /dashboard,Traceback (most recent call last): ...,200,{}
